feature,feature_status,canonical_feature,tp_item
F-DBG-001,ACTIVE,F-DBG-001,TP-REG-011
F-DBG-001,ACTIVE,F-DBG-001,TP-REG-018
F-DBG-001,ACTIVE,F-DBG-001,TP-REG-019
F-DBG-002,ACTIVE,F-DBG-002,TP-DBG-003
F-DBG-002,ACTIVE,F-DBG-002,TP-DBG-068
F-DBG-003,ACTIVE,F-DBG-003,TP-DBG-004
F-DBG-003,ACTIVE,F-DBG-003,TP-DBG-005
F-DBG-003,ACTIVE,F-DBG-003,TP-XIF-001
F-DBG-003,ACTIVE,F-DBG-003,TP-XIF-002
F-DBG-003,ACTIVE,F-DBG-003,TP-XIF-009
F-DBG-004,ACTIVE,F-DBG-004,TP-DBG-005
F-DBG-004,ACTIVE,F-DBG-004,TP-DBG-006
F-DBG-004,ACTIVE,F-DBG-004,TP-DBG-007
F-DBG-004,ACTIVE,F-DBG-004,TP-XIF-002
F-DBG-005,ACTIVE,F-DBG-005,TP-DBG-010
F-DBG-005,ACTIVE,F-DBG-005,TP-DBG-068
F-DBG-005,ACTIVE,F-DBG-005,TP-REG-011
F-DBG-006,ACTIVE,F-DBG-006,TP-DBG-011
F-DBG-007,ACTIVE,F-DBG-007,TP-DBG-012
F-DBG-007,ACTIVE,F-DBG-007,TP-DBG-068
F-DBG-007,ACTIVE,F-DBG-007,TP-DBG-071
F-DBG-007,ACTIVE,F-DBG-007,TP-REG-011
F-DBG-007,ACTIVE,F-DBG-007,TP-REG-024
F-DBG-008,ALIAS,F-RST-024,TP-DBG-013
F-DBG-008,ALIAS,F-RST-024,TP-XIF-017
F-DBG-009,ACTIVE,F-DBG-009,TP-DBG-014
F-DBG-009,ACTIVE,F-DBG-009,TP-DBG-071
F-DBG-009,ACTIVE,F-DBG-009,TP-REG-011
F-DBG-009,ACTIVE,F-DBG-009,TP-XIF-004
F-DBG-010,ACTIVE,F-DBG-010,TP-DBG-015
F-DBG-010,ACTIVE,F-DBG-010,TP-REG-025
F-DBG-010,ACTIVE,F-DBG-010,TP-XIF-012
F-DBG-011,ACTIVE,F-DBG-011,TP-DBG-001
F-DBG-011,ACTIVE,F-DBG-011,TP-DBG-031
F-DBG-012,ACTIVE,F-DBG-012,TP-DBG-017
F-DBG-012,ACTIVE,F-DBG-012,TP-DBG-018
F-DBG-013,ACTIVE,F-DBG-013,TP-DBG-019
F-DBG-014,FOLDED,F-DBG-012,TP-DBG-020
F-DBG-015,FOLDED,F-DBG-012,TP-DBG-018
F-DBG-015,FOLDED,F-DBG-012,TP-DBG-021
F-DBG-016,ACTIVE,F-DBG-016,TP-DBG-018
F-DBG-017,ACTIVE,F-DBG-017,TP-DBG-022
F-DBG-017,ACTIVE,F-DBG-017,TP-DBG-073
F-DBG-018,ACTIVE,F-DBG-018,TP-DBG-023
F-DBG-018,ACTIVE,F-DBG-018,TP-DBG-073
F-DBG-019,FOLDED,F-DBG-017,TP-DBG-024
F-DBG-019,FOLDED,F-DBG-017,TP-DBG-073
F-DBG-019,FOLDED,F-DBG-017,TP-XIF-020
F-DBG-020,ALIAS,F-EXC-017,TP-DBG-025
F-DBG-020,ALIAS,F-EXC-017,TP-DBG-073
F-DBG-020,ALIAS,F-EXC-017,TP-XIF-020
F-DBG-021,FOLDED,F-DBG-017,TP-DBG-026
F-DBG-021,FOLDED,F-DBG-017,TP-DBG-073
F-DBG-022,ALIAS,F-ISA-034,TP-DBG-027
F-DBG-023,ACTIVE,F-DBG-023,TP-DBG-028
F-DBG-023,ACTIVE,F-DBG-023,TP-XIF-020
F-DBG-024,ACTIVE,F-DBG-024,TP-DBG-029
F-DBG-025,ACTIVE,F-DBG-025,TP-DBG-030
F-DBG-026,ALIAS,F-PRV-005,TP-DBG-031
F-DBG-026,ALIAS,F-PRV-005,TP-DBG-032
F-DBG-026,ALIAS,F-PRV-005,TP-DBG-034
F-DBG-026,ALIAS,F-PRV-005,TP-XIF-020
F-DBG-027,FOLDED,F-PRV-002,TP-DBG-032
F-DBG-027,FOLDED,F-PRV-002,TP-REG-024
F-DBG-027,FOLDED,F-PRV-002,TP-XIF-020
F-DBG-028,FOLDED,F-PRV-002,TP-DBG-031
F-DBG-029,FOLDED,F-PRV-002,TP-DBG-031
F-DBG-029,FOLDED,F-PRV-002,TP-XIF-020
F-DBG-030,FOLDED,F-PRV-002,TP-DBG-033
F-DBG-030,FOLDED,F-PRV-002,TP-REG-024
F-DBG-030,FOLDED,F-PRV-002,TP-XIF-005
F-DBG-030,FOLDED,F-PRV-002,TP-XIF-020
F-DBG-031,ACTIVE,F-DBG-031,TP-DBG-036
F-DBG-032,ACTIVE,F-DBG-032,TP-DBG-037
F-DBG-033,ALIAS,F-PRV-015,TP-DBG-038
F-DBG-034,FOLDED,F-DBG-031,TP-DBG-019
F-DBG-034,FOLDED,F-DBG-031,TP-DBG-039
F-DBG-035,ACTIVE,F-DBG-035,TP-DBG-040
F-DBG-036,ACTIVE,F-DBG-036,TP-DBG-041
F-DBG-036,ACTIVE,F-DBG-036,TP-XIF-009
F-DBG-037,ACTIVE,F-DBG-037,TP-DBG-042
F-DBG-037,ACTIVE,F-DBG-037,TP-DBG-072
F-DBG-038,FOLDED,F-DBG-037,TP-DBG-043
F-DBG-039,FOLDED,F-DBG-037,TP-DBG-044
F-DBG-040,ACTIVE,F-DBG-040,TP-DBG-045
F-DBG-041,FOLDED,F-DBG-017,TP-DBG-046
F-DBG-042,ACTIVE,F-DBG-042,TP-DBG-047
F-DBG-043,FOLDED,F-DBG-037,TP-DBG-021
F-DBG-043,FOLDED,F-DBG-037,TP-DBG-048
F-DBG-044,ACTIVE,F-DBG-044,TP-DBG-049
F-DBG-044,ACTIVE,F-DBG-044,TP-XIF-004
F-DBG-045,ACTIVE,F-DBG-045,TP-DBG-050
F-DBG-046,FOLDED,F-DBG-001,TP-DBG-051
F-DBG-046,FOLDED,F-DBG-001,TP-XIF-012
F-DBG-047,FOLDED,F-DBG-037,TP-DBG-052
F-DBG-048,ACTIVE,F-DBG-048,TP-DBG-053
F-DBG-049,ACTIVE,F-DBG-049,TP-DBG-054
F-DBG-050,ACTIVE,F-DBG-050,TP-DBG-055
F-DBG-051,ACTIVE,F-DBG-051,TP-DBG-056
F-DBG-052,ALIAS,F-PMP-095,TP-DBG-057
F-DBG-053,ACTIVE,F-DBG-053,TP-DBG-058
F-DBG-054,ALIAS,F-PMP-097,TP-DBG-033
F-DBG-054,ALIAS,F-PMP-097,TP-DBG-059
F-DBG-055,ACTIVE,F-DBG-055,TP-DBG-060
F-DBG-055,ACTIVE,F-DBG-055,TP-PMP-074
F-DBG-056,ACTIVE,F-DBG-056,TP-DBG-061
F-DBG-056,ACTIVE,F-DBG-056,TP-DBG-068
F-DBG-056,ACTIVE,F-DBG-056,TP-REG-024
F-DBG-056,ACTIVE,F-DBG-056,TP-XIF-015
F-DBG-056,ACTIVE,F-DBG-056,TP-XIF-020
F-DBG-057,ALIAS,F-IRQ-037,TP-DBG-021
F-DBG-057,ALIAS,F-IRQ-037,TP-DBG-062
F-DBG-057,ALIAS,F-IRQ-037,TP-XIF-020
F-DBG-058,ACTIVE,F-DBG-058,TP-DBG-016
F-DBG-058,ACTIVE,F-DBG-058,TP-XIF-015
F-DBG-059,ACTIVE,F-DBG-059,TP-DBG-063
F-DBG-059,ACTIVE,F-DBG-059,TP-XIF-020
F-DBG-060,ACTIVE,F-DBG-060,TP-DBG-034
F-DBG-060,ACTIVE,F-DBG-060,TP-DBG-064
F-DBG-061,ACTIVE,F-DBG-061,TP-DBG-001
F-DBG-061,ACTIVE,F-DBG-061,TP-DBG-068
F-DBG-062,ALIAS,F-IC-040,TP-DBG-065
F-DBG-063,ACTIVE,F-DBG-063,TP-DBG-066
F-DBG-064,ACTIVE,F-DBG-064,TP-DBG-001
F-DBG-064,ACTIVE,F-DBG-064,TP-DBG-002
F-DBG-064,ACTIVE,F-DBG-064,TP-DBG-034
F-DBG-064,ACTIVE,F-DBG-064,TP-DBG-064
F-DBG-064,ACTIVE,F-DBG-064,TP-XIF-020
F-DBG-065,ALIAS,F-RVFI-018,TP-DBG-036
F-DBG-065,ALIAS,F-RVFI-018,TP-DBG-042
F-DBG-065,ALIAS,F-RVFI-018,TP-DBG-068
F-DBG-065,ALIAS,F-RVFI-018,TP-DBG-070
F-DBG-065,ALIAS,F-RVFI-018,TP-DBG-072
F-DBG-066,ACTIVE,F-DBG-066,TP-DBG-067
F-DBG-067,ALIAS,F-SEC-022,TP-DBG-035
F-DBG-068,ACTIVE,F-DBG-068,TP-DBG-007
F-DBG-068,ACTIVE,F-DBG-068,TP-DBG-008
F-DBG-068,ACTIVE,F-DBG-068,TP-DBG-071
F-DIT-001,ACTIVE,F-DIT-001,TP-DIT-001
F-DIT-001,ACTIVE,F-DIT-001,TP-DIT-033
F-DIT-002,ACTIVE,F-DIT-002,TP-DIT-002
F-DIT-002,ACTIVE,F-DIT-002,TP-DIT-003
F-DIT-002,ACTIVE,F-DIT-002,TP-DIT-033
F-DIT-003,ACTIVE,F-DIT-003,TP-DIT-004
F-DIT-003,ACTIVE,F-DIT-003,TP-DIT-033
F-DIT-004,FOLDED,F-DIT-003,TP-DIT-005
F-DIT-005,ACTIVE,F-DIT-005,TP-DIT-006
F-DIT-006,ACTIVE,F-DIT-006,TP-DIT-007
F-DIT-007,FOLDED,F-DIT-002,TP-DIT-008
F-DIT-008,ACTIVE,F-DIT-008,TP-DIT-009
F-DIT-009,FOLDED,F-DIT-003,TP-DIT-010
F-DIT-010,FOLDED,F-DIT-002,TP-DIT-011
F-DIT-010,FOLDED,F-DIT-002,TP-XIF-020
F-DIT-011,ACTIVE,F-DIT-011,TP-DIT-012
F-DIT-011,ACTIVE,F-DIT-011,TP-DIT-013
F-DIT-011,ACTIVE,F-DIT-011,TP-DIT-032
F-DIT-011,ACTIVE,F-DIT-011,TP-DIT-033
F-DIT-011,ACTIVE,F-DIT-011,TP-XIF-021
F-DIT-012,FOLDED,F-DIT-011,TP-DIT-013
F-DIT-012,FOLDED,F-DIT-011,TP-XIF-021
F-DIT-013,ACTIVE,F-DIT-013,TP-DIT-014
F-DIT-013,ACTIVE,F-DIT-013,TP-XIF-021
F-DIT-014,ACTIVE,F-DIT-014,TP-DIT-015
F-DIT-015,ACTIVE,F-DIT-015,TP-DIT-016
F-DIT-015,ACTIVE,F-DIT-015,TP-DIT-033
F-DIT-016,ACTIVE,F-DIT-016,TP-DIT-017
F-DIT-016,ACTIVE,F-DIT-016,TP-DIT-033
F-DIT-017,ACTIVE,F-DIT-017,TP-DIT-018
F-DIT-018,ALIAS,F-PMC-011,TP-DIT-019
F-DIT-019,ACTIVE,F-DIT-019,TP-DIT-020
F-DIT-019,ACTIVE,F-DIT-019,TP-XIF-021
F-DIT-020,ACTIVE,F-DIT-020,TP-DIT-021
F-DIT-020,ACTIVE,F-DIT-020,TP-DIT-022
F-DIT-020,ACTIVE,F-DIT-020,TP-XIF-021
F-DIT-021,ACTIVE,F-DIT-021,TP-DIT-023
F-DIT-021,ACTIVE,F-DIT-021,TP-DIT-032
F-DIT-021,ACTIVE,F-DIT-021,TP-XIF-021
F-DIT-022,ACTIVE,F-DIT-022,TP-DIT-024
F-DIT-023,ACTIVE,F-DIT-023,TP-DIT-025
F-DIT-023,ACTIVE,F-DIT-023,TP-XIF-021
F-DIT-024,FOLDED,F-DIT-013,TP-DIT-026
F-DIT-025,ACTIVE,F-DIT-025,TP-DIT-027
F-DIT-026,ACTIVE,F-DIT-026,TP-DIT-028
F-DIT-027,ACTIVE,F-DIT-027,TP-DIT-029
F-DIT-028,ACTIVE,F-DIT-028,TP-DIT-030
F-DIT-028,ACTIVE,F-DIT-028,TP-XIF-016
F-DIT-028,ACTIVE,F-DIT-028,TP-XIF-021
F-DIT-029,ACTIVE,F-DIT-029,TP-DIT-031
F-DIT-029,ACTIVE,F-DIT-029,TP-XIF-021
F-DIT-030,ACTIVE,F-DIT-030,TP-DIT-034
F-DMEM-001,ACTIVE,F-DMEM-001,TP-DMEM-001
F-DMEM-001,ACTIVE,F-DMEM-001,TP-DMEM-056
F-DMEM-001,ACTIVE,F-DMEM-001,TP-REG-005
F-DMEM-001,ACTIVE,F-DMEM-001,TP-REG-018
F-DMEM-001,ACTIVE,F-DMEM-001,TP-REG-019
F-DMEM-002,ACTIVE,F-DMEM-002,TP-DMEM-002
F-DMEM-002,ACTIVE,F-DMEM-002,TP-REG-005
F-DMEM-003,ACTIVE,F-DMEM-003,TP-DMEM-003
F-DMEM-004,ACTIVE,F-DMEM-004,TP-DMEM-004
F-DMEM-004,ACTIVE,F-DMEM-004,TP-DMEM-056
F-DMEM-004,ACTIVE,F-DMEM-004,TP-REG-005
F-DMEM-005,FOLDED,F-DMEM-001,TP-DMEM-005
F-DMEM-005,FOLDED,F-DMEM-001,TP-DMEM-056
F-DMEM-005,FOLDED,F-DMEM-001,TP-REG-005
F-DMEM-006,ACTIVE,F-DMEM-006,TP-DMEM-006
F-DMEM-006,ACTIVE,F-DMEM-006,TP-DMEM-056
F-DMEM-006,ACTIVE,F-DMEM-006,TP-DMEM-062
F-DMEM-006,ACTIVE,F-DMEM-006,TP-REG-006
F-DMEM-007,ACTIVE,F-DMEM-007,TP-DMEM-007
F-DMEM-007,ACTIVE,F-DMEM-007,TP-DMEM-062
F-DMEM-007,ACTIVE,F-DMEM-007,TP-REG-006
F-DMEM-008,ACTIVE,F-DMEM-008,TP-DMEM-008
F-DMEM-008,ACTIVE,F-DMEM-008,TP-DMEM-056
F-DMEM-008,ACTIVE,F-DMEM-008,TP-REG-006
F-DMEM-008,ACTIVE,F-DMEM-008,TP-REG-021
F-DMEM-009,ACTIVE,F-DMEM-009,TP-DMEM-009
F-DMEM-009,ACTIVE,F-DMEM-009,TP-DMEM-056
F-DMEM-010,ACTIVE,F-DMEM-010,TP-DMEM-010
F-DMEM-010,ACTIVE,F-DMEM-010,TP-DMEM-056
F-DMEM-010,ACTIVE,F-DMEM-010,TP-REG-006
F-DMEM-010,ACTIVE,F-DMEM-010,TP-REG-021
F-DMEM-011,ACTIVE,F-DMEM-011,TP-DMEM-011
F-DMEM-012,ACTIVE,F-DMEM-012,TP-DMEM-012
F-DMEM-013,ACTIVE,F-DMEM-013,TP-DMEM-013
F-DMEM-014,ACTIVE,F-DMEM-014,TP-DMEM-014
F-DMEM-015,ACTIVE,F-DMEM-015,TP-ADOPT-003
F-DMEM-015,ACTIVE,F-DMEM-015,TP-DMEM-016
F-DMEM-015,ACTIVE,F-DMEM-015,TP-DMEM-023
F-DMEM-015,ACTIVE,F-DMEM-015,TP-REG-015
F-DMEM-016,ACTIVE,F-DMEM-016,TP-ADOPT-003
F-DMEM-016,ACTIVE,F-DMEM-016,TP-DMEM-017
F-DMEM-017,ACTIVE,F-DMEM-017,TP-DMEM-018
F-DMEM-018,ACTIVE,F-DMEM-018,TP-DMEM-019
F-DMEM-018,ACTIVE,F-DMEM-018,TP-DMEM-023
F-DMEM-018,ACTIVE,F-DMEM-018,TP-DMEM-029
F-DMEM-019,ACTIVE,F-DMEM-019,TP-DMEM-028
F-DMEM-019,ACTIVE,F-DMEM-019,TP-DMEM-029
F-DMEM-020,FOLDED,F-DMEM-014,TP-DMEM-015
F-DMEM-021,ACTIVE,F-DMEM-021,TP-DMEM-024
F-DMEM-021,ACTIVE,F-DMEM-021,TP-DMEM-038
F-DMEM-021,ACTIVE,F-DMEM-021,TP-DMEM-055
F-DMEM-021,ACTIVE,F-DMEM-021,TP-REG-007
F-DMEM-021,ACTIVE,F-DMEM-021,TP-XIF-001
F-DMEM-021,ACTIVE,F-DMEM-021,TP-XIF-008
F-DMEM-022,ACTIVE,F-DMEM-022,TP-DMEM-025
F-DMEM-022,ACTIVE,F-DMEM-022,TP-DMEM-038
F-DMEM-022,ACTIVE,F-DMEM-022,TP-DMEM-055
F-DMEM-022,ACTIVE,F-DMEM-022,TP-REG-007
F-DMEM-022,ACTIVE,F-DMEM-022,TP-XIF-001
F-DMEM-022,ACTIVE,F-DMEM-022,TP-XIF-008
F-DMEM-023,FOLDED,F-DMEM-015,TP-DMEM-026
F-DMEM-023,FOLDED,F-DMEM-015,TP-DMEM-038
F-DMEM-023,FOLDED,F-DMEM-015,TP-REG-007
F-DMEM-023,FOLDED,F-DMEM-015,TP-XIF-001
F-DMEM-024,ACTIVE,F-DMEM-024,TP-DMEM-020
F-DMEM-024,ACTIVE,F-DMEM-024,TP-DMEM-023
F-DMEM-024,ACTIVE,F-DMEM-024,TP-REG-005
F-DMEM-025,FOLDED,F-DMEM-008,TP-DMEM-021
F-DMEM-025,FOLDED,F-DMEM-008,TP-DMEM-023
F-DMEM-025,FOLDED,F-DMEM-008,TP-REG-006
F-DMEM-025,FOLDED,F-DMEM-008,TP-XIF-002
F-DMEM-025,FOLDED,F-DMEM-008,TP-XIF-008
F-DMEM-025,FOLDED,F-DMEM-008,TP-XIF-009
F-DMEM-026,ACTIVE,F-DMEM-026,TP-DMEM-022
F-DMEM-026,ACTIVE,F-DMEM-026,TP-DMEM-023
F-DMEM-026,ACTIVE,F-DMEM-026,TP-REG-006
F-DMEM-026,ACTIVE,F-DMEM-026,TP-XIF-008
F-DMEM-026,ACTIVE,F-DMEM-026,TP-XIF-009
F-DMEM-027,ACTIVE,F-DMEM-027,TP-DMEM-027
F-DMEM-028,ACTIVE,F-DMEM-028,TP-ADOPT-001
F-DMEM-028,ACTIVE,F-DMEM-028,TP-DMEM-044
F-DMEM-028,ACTIVE,F-DMEM-028,TP-DMEM-054
F-DMEM-028,ACTIVE,F-DMEM-028,TP-DMEM-061
F-DMEM-028,ACTIVE,F-DMEM-028,TP-REG-006
F-DMEM-029,ACTIVE,F-DMEM-029,TP-ADOPT-001
F-DMEM-029,ACTIVE,F-DMEM-029,TP-DMEM-046
F-DMEM-029,ACTIVE,F-DMEM-029,TP-DMEM-054
F-DMEM-030,ACTIVE,F-DMEM-030,TP-DMEM-035
F-DMEM-030,ACTIVE,F-DMEM-030,TP-DMEM-036
F-DMEM-030,ACTIVE,F-DMEM-030,TP-DMEM-054
F-DMEM-030,ACTIVE,F-DMEM-030,TP-REG-021
F-DMEM-030,ACTIVE,F-DMEM-030,TP-XIF-001
F-DMEM-030,ACTIVE,F-DMEM-030,TP-XIF-002
F-DMEM-030,ACTIVE,F-DMEM-030,TP-XIF-003
F-DMEM-030,ACTIVE,F-DMEM-030,TP-XIF-008
F-DMEM-030,ACTIVE,F-DMEM-030,TP-XIF-009
F-DMEM-031,ACTIVE,F-DMEM-031,TP-DMEM-047
F-DMEM-031,ACTIVE,F-DMEM-031,TP-DMEM-054
F-DMEM-031,ACTIVE,F-DMEM-031,TP-XIF-004
F-DMEM-032,ACTIVE,F-DMEM-032,TP-DMEM-037
F-DMEM-033,ALIAS,F-PMP-082,TP-DMEM-048
F-DMEM-033,ALIAS,F-PMP-082,TP-DMEM-055
F-DMEM-034,ACTIVE,F-DMEM-034,TP-DMEM-057
F-DMEM-035,ACTIVE,F-DMEM-035,TP-DMEM-045
F-DMEM-035,ACTIVE,F-DMEM-035,TP-DMEM-057
F-DMEM-035,ACTIVE,F-DMEM-035,TP-DMEM-060
F-DMEM-036,ALIAS,F-EXC-025,TP-DMEM-032
F-DMEM-036,ALIAS,F-EXC-025,TP-DMEM-036
F-DMEM-036,ALIAS,F-EXC-025,TP-DMEM-038
F-DMEM-036,ALIAS,F-EXC-025,TP-REG-007
F-DMEM-036,ALIAS,F-EXC-025,TP-XIF-001
F-DMEM-037,ALIAS,F-EXC-027,TP-DMEM-033
F-DMEM-037,ALIAS,F-EXC-027,TP-DMEM-036
F-DMEM-037,ALIAS,F-EXC-027,TP-DMEM-038
F-DMEM-037,ALIAS,F-EXC-027,TP-REG-007
F-DMEM-037,ALIAS,F-EXC-027,TP-XIF-001
F-DMEM-038,ALIAS,F-EXC-035,TP-DMEM-034
F-DMEM-038,ALIAS,F-EXC-035,TP-DMEM-063
F-DMEM-038,ALIAS,F-EXC-035,TP-XIF-001
F-DMEM-039,ACTIVE,F-DMEM-039,TP-DMEM-031
F-DMEM-039,ACTIVE,F-DMEM-039,TP-DMEM-040
F-DMEM-040,ACTIVE,F-DMEM-040,TP-DMEM-030
F-DMEM-041,ACTIVE,F-DMEM-041,TP-DMEM-039
F-DMEM-041,ACTIVE,F-DMEM-041,TP-DMEM-040
F-DMEM-041,ACTIVE,F-DMEM-041,TP-DMEM-041
F-DMEM-041,ACTIVE,F-DMEM-041,TP-DMEM-042
F-DMEM-041,ACTIVE,F-DMEM-041,TP-DMEM-043
F-DMEM-041,ACTIVE,F-DMEM-041,TP-DMEM-045
F-DMEM-041,ACTIVE,F-DMEM-041,TP-DMEM-064
F-DMEM-041,ACTIVE,F-DMEM-041,TP-REG-026
F-DMEM-042,ACTIVE,F-DMEM-042,TP-DMEM-049
F-DMEM-043,ACTIVE,F-DMEM-043,TP-DMEM-049
F-DMEM-044,ACTIVE,F-DMEM-044,TP-DMEM-050
F-DMEM-045,ACTIVE,F-DMEM-045,TP-DMEM-051
F-DMEM-046,ACTIVE,F-DMEM-046,TP-DMEM-052
F-DMEM-046,ACTIVE,F-DMEM-046,TP-XIF-011
F-DMEM-047,ALIAS,F-CMP-060,TP-DMEM-053
F-DMEM-047,ALIAS,F-CMP-060,TP-XIF-013
F-DMEM-048,ACTIVE,F-DMEM-048,TP-DMEM-058
F-DMEM-049,ACTIVE,F-DMEM-049,TP-DMEM-059
F-DMEM-050,ACTIVE,F-DMEM-050,TP-DMEM-045
F-DMEM-050,ACTIVE,F-DMEM-050,TP-DMEM-060
F-DMEM-051,ACTIVE,F-DMEM-051,TP-DMEM-061
F-EXC-001,ACTIVE,F-EXC-001,TP-EXC-001
F-EXC-001,ACTIVE,F-EXC-001,TP-EXC-049
F-EXC-001,ACTIVE,F-EXC-001,TP-EXC-071
F-EXC-002,ACTIVE,F-EXC-002,TP-EXC-001
F-EXC-003,ACTIVE,F-EXC-003,TP-EXC-001
F-EXC-003,ACTIVE,F-EXC-003,TP-EXC-071
F-EXC-003,ACTIVE,F-EXC-003,TP-REG-003
F-EXC-003,ACTIVE,F-EXC-003,TP-XIF-005
F-EXC-004,ACTIVE,F-EXC-004,TP-EXC-002
F-EXC-004,ACTIVE,F-EXC-004,TP-EXC-073
F-EXC-005,ACTIVE,F-EXC-005,TP-EXC-003
F-EXC-005,ACTIVE,F-EXC-005,TP-EXC-004
F-EXC-005,ACTIVE,F-EXC-005,TP-PMP-066
F-EXC-005,ACTIVE,F-EXC-005,TP-XIF-005
F-EXC-006,ACTIVE,F-EXC-006,TP-EXC-005
F-EXC-006,ACTIVE,F-EXC-006,TP-PMP-077
F-EXC-006,ACTIVE,F-EXC-006,TP-XIF-005
F-EXC-007,ACTIVE,F-EXC-007,TP-EXC-006
F-EXC-007,ACTIVE,F-EXC-007,TP-EXC-040
F-EXC-008,ACTIVE,F-EXC-008,TP-EXC-007
F-EXC-008,ACTIVE,F-EXC-008,TP-EXC-071
F-EXC-009,ACTIVE,F-EXC-009,TP-EXC-008
F-EXC-010,ALIAS,F-PRV-010,TP-EXC-009
F-EXC-011,ALIAS,F-PRV-016,TP-EXC-010
F-EXC-012,ALIAS,F-DBG-032,TP-EXC-011
F-EXC-013,ACTIVE,F-EXC-013,TP-EXC-012
F-EXC-013,ACTIVE,F-EXC-013,TP-EXC-040
F-EXC-014,ACTIVE,F-EXC-014,TP-EXC-007
F-EXC-014,ACTIVE,F-EXC-014,TP-EXC-013
F-EXC-015,ALIAS,F-CMP-044,TP-EXC-014
F-EXC-015,ALIAS,F-CMP-044,TP-EXC-074
F-EXC-016,ACTIVE,F-EXC-016,TP-EXC-015
F-EXC-017,ACTIVE,F-EXC-017,TP-EXC-016
F-EXC-018,ALIAS,F-ISA-034,TP-EXC-017
F-EXC-019,ALIAS,F-DBG-017,TP-EXC-018
F-EXC-020,ALIAS,F-DBG-023,TP-EXC-019
F-EXC-021,ALIAS,F-TRG-010,TP-EXC-020
F-EXC-022,ALIAS,F-TRG-021,TP-EXC-021
F-EXC-023,ACTIVE,F-EXC-023,TP-EXC-022
F-EXC-024,FOLDED,F-EXC-023,TP-EXC-023
F-EXC-024,FOLDED,F-EXC-023,TP-XIF-020
F-EXC-025,ACTIVE,F-EXC-025,TP-EXC-024
F-EXC-025,ACTIVE,F-EXC-025,TP-EXC-071
F-EXC-025,ACTIVE,F-EXC-025,TP-IRQ-072
F-EXC-025,ACTIVE,F-EXC-025,TP-REG-007
F-EXC-025,ACTIVE,F-EXC-025,TP-XIF-001
F-EXC-025,ACTIVE,F-EXC-025,TP-XIF-020
F-EXC-026,ACTIVE,F-EXC-026,TP-EXC-025
F-EXC-026,ACTIVE,F-EXC-026,TP-EXC-073
F-EXC-027,ACTIVE,F-EXC-027,TP-EXC-026
F-EXC-027,ACTIVE,F-EXC-027,TP-EXC-071
F-EXC-027,ACTIVE,F-EXC-027,TP-REG-007
F-EXC-027,ACTIVE,F-EXC-027,TP-XIF-001
F-EXC-027,ACTIVE,F-EXC-027,TP-XIF-020
F-EXC-028,FOLDED,F-EXC-026,TP-EXC-027
F-EXC-028,FOLDED,F-EXC-026,TP-EXC-073
F-EXC-029,ACTIVE,F-EXC-029,TP-EXC-028
F-EXC-030,ACTIVE,F-EXC-030,TP-EXC-029
F-EXC-031,ACTIVE,F-EXC-031,TP-EXC-030
F-EXC-032,ALIAS,F-PMP-088,TP-EXC-031
F-EXC-032,ALIAS,F-PMP-088,TP-EXC-073
F-EXC-033,ALIAS,F-PMP-087,TP-EXC-032
F-EXC-033,ALIAS,F-PMP-087,TP-EXC-073
F-EXC-034,FOLDED,F-EXC-025,TP-EXC-033
F-EXC-035,ACTIVE,F-EXC-035,TP-EXC-034
F-EXC-035,ACTIVE,F-EXC-035,TP-PMP-083
F-EXC-035,ACTIVE,F-EXC-035,TP-XIF-008
F-EXC-036,ACTIVE,F-EXC-036,TP-EXC-015
F-EXC-036,ACTIVE,F-EXC-036,TP-EXC-035
F-EXC-036,ACTIVE,F-EXC-036,TP-EXC-040
F-EXC-036,ACTIVE,F-EXC-036,TP-EXC-065
F-EXC-037,ACTIVE,F-EXC-037,TP-EXC-036
F-EXC-038,FOLDED,F-EXC-035,TP-EXC-037
F-EXC-039,FOLDED,F-EXC-027,TP-EXC-026
F-EXC-039,FOLDED,F-EXC-027,TP-EXC-039
F-EXC-040,FOLDED,F-EXC-035,TP-EXC-038
F-EXC-041,ACTIVE,F-EXC-041,TP-EXC-006
F-EXC-041,ACTIVE,F-EXC-041,TP-EXC-012
F-EXC-041,ACTIVE,F-EXC-041,TP-EXC-035
F-EXC-041,ACTIVE,F-EXC-041,TP-EXC-040
F-EXC-041,ACTIVE,F-EXC-041,TP-EXC-071
F-EXC-042,FOLDED,F-EXC-001,TP-EXC-041
F-EXC-043,ACTIVE,F-EXC-043,TP-EXC-042
F-EXC-043,ACTIVE,F-EXC-043,TP-EXC-074
F-EXC-043,ACTIVE,F-EXC-043,TP-XIF-013
F-EXC-044,ACTIVE,F-EXC-044,TP-EXC-043
F-EXC-044,ACTIVE,F-EXC-044,TP-EXC-074
F-EXC-044,ACTIVE,F-EXC-044,TP-XIF-013
F-EXC-045,FOLDED,F-EXC-003,TP-EXC-044
F-EXC-045,FOLDED,F-EXC-003,TP-EXC-074
F-EXC-046,ACTIVE,F-EXC-046,TP-EXC-045
F-EXC-046,ACTIVE,F-EXC-046,TP-EXC-046
F-EXC-047,ALIAS,F-SEC-022,TP-EXC-047
F-EXC-048,ALIAS,F-DBG-004,TP-EXC-048
F-EXC-049,ACTIVE,F-EXC-049,TP-EXC-049
F-EXC-050,ACTIVE,F-EXC-050,TP-EXC-050
F-EXC-051,FOLDED,F-EXC-050,TP-EXC-051
